Date,TridentTemp,Month,Year
1983-05-29,7.430232558,5,1983
1983-05-30,7.46744186,5,1983
1983-05-31,7.504651163,5,1983
1983-06-01,7.541860465,6,1983
1983-06-02,7.579069767,6,1983
1983-06-03,7.61627907,6,1983
1983-06-04,7.653488372,6,1983
1983-06-05,7.690697674,6,1983
1983-06-06,7.727906977,6,1983
1983-06-07,7.765116279,6,1983
1983-06-08,7.802325581,6,1983
1983-06-09,7.839534884,6,1983
1983-06-10,7.876744186,6,1983
1983-06-11,7.913953488,6,1983
1983-06-12,7.951162791,6,1983
1983-06-13,7.988372093,6,1983
1983-06-14,8.025581395,6,1983
1983-06-15,8.062790698,6,1983
1983-06-16,8.1,6,1983
1983-06-17,8.1,6,1983
1983-06-18,8.1,6,1983
1983-06-19,8.15,6,1983
1983-06-20,8.25,6,1983
1983-06-21,8.25,6,1983
1983-06-22,8.4,6,1983
1983-06-23,8.35,6,1983
1983-06-24,8.4,6,1983
1983-06-25,8.35,6,1983
1983-06-26,8.4,6,1983
1983-06-27,8.4,6,1983
1983-06-28,8.45,6,1983
1983-06-29,8.35,6,1983
1983-06-30,8.4,6,1983
1983-07-01,8.35,7,1983
1983-07-02,8.35,7,1983
1983-07-03,8.35,7,1983
1983-07-04,8.35,7,1983
1983-07-05,8.5,7,1983
1983-07-06,8.8,7,1983
1983-07-07,8.8,7,1983
1983-07-08,8.9,7,1983
1983-07-09,8.9,7,1983
1983-07-10,8.85,7,1983
1983-07-11,8.8,7,1983
1983-07-12,8.65,7,1983
1983-07-13,8.65,7,1983
1983-07-14,8.75,7,1983
1983-07-15,8.9,7,1983
1983-07-16,9,7,1983
1983-07-17,8.95,7,1983
1983-07-18,9.05,7,1983
1983-07-19,9.3,7,1983
1983-07-20,9.6,7,1983
1983-07-21,9.7,7,1983
1983-07-22,9.7,7,1983
1983-07-23,9.85,7,1983
1983-07-24,10.05,7,1983
1983-07-25,10,7,1983
1983-07-26,9.95,7,1983
1983-07-27,9.9,7,1983
1983-07-28,9.9,7,1983
1983-07-29,9.85,7,1983
1983-07-30,9.9,7,1983
1983-07-31,10,7,1983
1983-08-01,10.25,8,1983
1983-08-02,10.45,8,1983
1983-08-03,10.65,8,1983
1983-08-04,11.1,8,1983
1983-08-05,11,8,1983
1983-08-06,11.35,8,1983
1983-08-07,11.55,8,1983
1983-08-08,11.55,8,1983
1983-08-09,11.2,8,1983
1983-08-10,11.15,8,1983
1983-08-11,11.1,8,1983
1983-08-12,11.1,8,1983
1983-08-13,11.15,8,1983
1983-08-14,11.15,8,1983
1983-08-15,11.2,8,1983
1983-08-16,11.2,8,1983
1983-08-17,11.3,8,1983
1983-08-18,11.25,8,1983
1983-08-19,11.4,8,1983
1983-08-20,11.45,8,1983
1983-08-21,11.45,8,1983
1983-08-22,11.45,8,1983
1983-08-23,11.45,8,1983
1983-08-24,11.5,8,1983
1983-08-25,11.45,8,1983
1983-08-26,11.4,8,1983
1983-08-27,11.4,8,1983
1983-08-28,11.4,8,1983
1983-08-29,11.5,8,1983
1983-08-30,11.5,8,1983
1983-08-31,11.65,8,1983
1983-09-01,11.7,9,1983
1983-09-02,11.7,9,1983
1983-09-03,11.75,9,1983
1983-09-04,11.7,9,1983
1983-09-05,11.4,9,1983
1983-09-06,11.35,9,1983
1983-09-07,11.3,9,1983
1983-09-08,11.3,9,1983
1983-09-09,11.35,9,1983
1983-09-10,11.35,9,1983
1983-09-11,11.3,9,1983
1983-09-12,11,9,1983
1983-09-13,11,9,1983
1983-09-14,10.9,9,1983
1983-09-15,10.7,9,1983
1983-09-16,10.8,9,1983
1983-09-17,11.11,9,1983
1983-09-18,11.11,9,1983
1983-09-19,11.11,9,1983
1983-09-20,10.86,9,1983
1983-09-21,10.61,9,1983
1983-09-22,10.36,9,1983
1983-09-23,10.11,9,1983
1983-09-24,9.86,9,1983
1983-09-25,9.61,9,1983
1983-09-26,9.36,9,1983
1983-09-27,9.11,9,1983
1983-09-28,8.86,9,1983
1983-09-29,8.61,9,1983
1983-09-30,8.61,9,1983
1983-10-01,8.8,10,1983
1983-10-02,8.8,10,1983
1983-10-03,8.5,10,1983
1983-10-04,8,10,1983
1983-10-05,8.1,10,1983
1983-10-06,8.1,10,1983
1983-10-07,8,10,1983
1983-10-08,7.9,10,1983
1983-10-09,7.9,10,1983
1983-10-10,7.9,10,1983
1983-10-11,8,10,1983
1983-10-12,7.9,10,1983
1983-10-13,7.9,10,1983
1983-10-14,7.9,10,1983
1983-10-15,7.9,10,1983
1983-10-16,7.5,10,1983
1983-10-17,7.5,10,1983
1983-10-18,7.5,10,1983
1983-10-19,7.5,10,1983
1983-10-20,7.5,10,1983
1983-10-21,7.5,10,1983
1983-10-22,7,10,1983
1983-10-23,7,10,1983
1983-10-24,6.9,10,1983
1983-10-25,6.6,10,1983
1983-10-26,6.4,10,1983
1983-10-27,6.78,10,1983
1983-10-28,6.4,10,1983
1983-10-29,6.3,10,1983
1983-10-30,6.1,10,1983
1983-10-31,6.1,10,1983
1983-11-01,6,11,1983
1983-11-02,6,11,1983
1983-11-03,6.1,11,1983
1983-11-04,6,11,1983
1983-11-05,5.8,11,1983
1983-11-06,5.5,11,1983
1983-11-07,5.7,11,1983
1983-11-08,5.8,11,1983
1983-11-09,5.9,11,1983
1983-11-10,5.9,11,1983
1983-11-11,5.8,11,1983
1983-11-12,5.9,11,1983
1983-11-13,5.8,11,1983
1983-11-14,5.8,11,1983
1983-11-15,6,11,1983
1983-11-16,6,11,1983
1983-11-17,5.8,11,1983
1983-11-18,5.4,11,1983
1983-11-19,5.4,11,1983
1983-11-20,5.5,11,1983
1983-11-21,5.5,11,1983
1983-11-22,5.5,11,1983
1983-11-23,5.5,11,1983
1983-11-24,5.3,11,1983
1983-11-25,5.2,11,1983
1983-11-26,5.1,11,1983
1983-11-27,5.1,11,1983
1983-11-28,5.2,11,1983
1983-11-29,5.2,11,1983
1983-11-30,5.2,11,1983
1983-12-01,5.3,12,1983
1983-12-02,5.4,12,1983
1983-12-03,5.4,12,1983
1983-12-04,5.4,12,1983
1983-12-05,5.4,12,1983
1983-12-06,5.3,12,1983
1983-12-07,5.3,12,1983
1983-12-08,5.1,12,1983
1983-12-09,5.41,12,1983
1983-12-10,5.41,12,1983
1983-12-11,5.38,12,1983
1983-12-12,5.35,12,1983
1983-12-13,5.25,12,1983
1983-12-14,4.95,12,1983
1983-12-15,4.95,12,1983
1983-12-16,5,12,1983
1983-12-17,5.05,12,1983
1983-12-18,5.05,12,1983
1983-12-19,5.1,12,1983
1983-12-20,5.2,12,1983
1983-12-21,5.2,12,1983
1983-12-22,5.15,12,1983
1983-12-23,5.1,12,1983
1983-12-24,5.05,12,1983
1983-12-25,5.1,12,1983
1983-12-26,5.05,12,1983
1983-12-27,5.05,12,1983
1983-12-28,5.05,12,1983
1983-12-29,5.05,12,1983
1983-12-30,5.05,12,1983
1983-12-31,5.1,12,1983
1984-01-01,5.25,1,1984
1984-01-02,5.35,1,1984
1984-01-03,5.25,1,1984
1984-01-04,5,1,1984
1984-01-05,4.75,1,1984
1984-01-06,4.7,1,1984
1984-01-07,4.7,1,1984
1984-01-08,4.7,1,1984
1984-01-09,5,1,1984
1984-01-10,5.05,1,1984
1984-01-11,4.85,1,1984
1984-01-12,4.9,1,1984
1984-01-13,5,1,1984
1984-01-14,5,1,1984
1984-01-15,5.1,1,1984
1984-01-16,5.2,1,1984
1984-01-17,5.3,1,1984
1984-01-18,5.2,1,1984
1984-01-19,5.05,1,1984
1984-01-20,5.05,1,1984
1984-01-21,5.1,1,1984
1984-01-22,5,1,1984
1984-01-23,4.7,1,1984
1984-01-24,4.65,1,1984
1984-01-25,4.45,1,1984
1984-01-26,4.65,1,1984
1984-01-27,4.5,1,1984
1984-01-28,4.25,1,1984
1984-01-29,4.4,1,1984
1984-01-30,4.25,1,1984
1984-01-31,4.35,1,1984
1984-02-01,4.55,2,1984
1984-02-02,4.5,2,1984
1984-02-03,4.5,2,1984
1984-02-04,4.4,2,1984
1984-02-05,4.25,2,1984
1984-02-06,4.15,2,1984
1984-02-07,3.95,2,1984
1984-02-08,3.8,2,1984
1984-02-09,3.6,2,1984
1984-02-10,3.35,2,1984
1984-02-11,3.3,2,1984
1984-02-12,3.4,2,1984
1984-02-13,3.45,2,1984
1984-02-14,3.45,2,1984
1984-02-15,3.45,2,1984
1984-02-16,3.6,2,1984
1984-02-17,3.7,2,1984
1984-02-18,3.75,2,1984
1984-02-19,3.6,2,1984
1984-02-20,3.3,2,1984
1984-02-21,3.65,2,1984
1984-02-22,3.75,2,1984
1984-02-23,3.75,2,1984
1984-02-24,3.7,2,1984
1984-02-25,4,2,1984
1984-02-26,3.9,2,1984
1984-02-27,3.75,2,1984
1984-02-28,3.75,2,1984
1984-02-29,3.75,2,1984
1984-03-01,3.75,3,1984
1984-03-02,3.7,3,1984
1984-03-03,3.6,3,1984
1984-03-04,3.75,3,1984
1984-03-05,3.9,3,1984
1984-03-06,3.9,3,1984
1984-03-07,3.93,3,1984
1984-03-08,3.95,3,1984
1984-03-09,4,3,1984
1984-03-10,4,3,1984
1984-03-11,4.8,3,1984
1984-03-12,4.8,3,1984
1984-03-13,4.7,3,1984
1984-03-14,4.68,3,1984
1984-03-15,4.66,3,1984
1984-03-16,4.64,3,1984
1984-03-17,4.62,3,1984
1984-03-18,4.6,3,1984
1984-03-19,4.58,3,1984
1984-03-20,4.56,3,1984
1984-03-21,4.54,3,1984
1984-03-22,4.52,3,1984
1984-03-23,4.5,3,1984
1984-03-24,4.544,3,1984
1984-03-25,4.588,3,1984
1984-03-26,4.632,3,1984
1984-03-27,4.676,3,1984
1984-03-28,4.72,3,1984
1984-03-29,4.753636364,3,1984
1984-03-30,4.787272727,3,1984
1984-03-31,4.820909091,3,1984
1984-04-01,4.854545455,4,1984
1984-04-02,4.888181818,4,1984
1984-04-03,4.921818182,4,1984
1984-04-04,4.955454545,4,1984
1984-04-05,4.989090909,4,1984
1984-04-06,5.022727273,4,1984
1984-04-07,5.056363636,4,1984
1984-04-08,5.09,4,1984
1984-04-09,5.123636364,4,1984
1984-04-10,5.157272727,4,1984
1984-04-11,5.190909091,4,1984
1984-04-12,5.224545455,4,1984
1984-04-13,5.258181818,4,1984
1984-04-14,5.291818182,4,1984
1984-04-15,5.325454545,4,1984
1984-04-16,5.359090909,4,1984
1984-04-17,5.392727273,4,1984
1984-04-18,5.426363636,4,1984
1984-04-19,5.46,4,1984
1984-04-20,5.493636364,4,1984
1984-04-21,5.527272727,4,1984
1984-04-22,5.560909091,4,1984
1984-04-23,5.594545455,4,1984
1984-04-24,5.628181818,4,1984
1984-04-25,5.661818182,4,1984
1984-04-26,5.695454545,4,1984
1984-04-27,5.729090909,4,1984
1984-04-28,5.762727273,4,1984
1984-04-29,5.796363636,4,1984
1984-04-30,5.83,4,1984
1984-05-01,5.83,5,1984
1984-05-02,6.05,5,1984
1984-05-03,6.15,5,1984
1984-05-04,6.2,5,1984
1984-05-05,6.2,5,1984
1984-05-06,6.25,5,1984
1984-05-07,6.3,5,1984
1984-05-08,6.35,5,1984
1984-05-09,6.45,5,1984
1984-05-10,6.5,5,1984
1984-05-11,6.65,5,1984
1984-05-12,6.85,5,1984
1984-05-13,7.1,5,1984
1984-05-14,7.2,5,1984
1984-05-15,7.1,5,1984
1984-05-16,7,5,1984
1984-05-17,6.85,5,1984
1984-05-18,6.8,5,1984
1984-05-19,6.8,5,1984
1984-05-20,6.9,5,1984
1984-05-21,6.95,5,1984
1984-05-22,6.85,5,1984
1984-05-23,6.85,5,1984
1984-05-24,6.8,5,1984
1984-05-25,6.9,5,1984
1984-05-26,7,5,1984
1984-05-27,7.1,5,1984
1984-05-28,7.1,5,1984
1984-05-29,7.3,5,1984
1984-05-30,7.4,5,1984
1984-05-31,7.5,5,1984
1984-06-01,7.8,6,1984
1984-06-02,8,6,1984
1984-06-03,8.1,6,1984
1984-06-04,8.25,6,1984
1984-06-05,8.3,6,1984
1984-06-06,8.2,6,1984
1984-06-07,8.3,6,1984
1984-06-08,8.3,6,1984
1984-06-09,8.35,6,1984
1984-06-10,8.4,6,1984
1984-06-11,8.45,6,1984
1984-06-12,8.22,6,1984
1984-06-13,8.4,6,1984
1984-06-14,8.35,6,1984
1984-06-15,8.35,6,1984
1984-06-16,8.35,6,1984
1984-06-17,8.3,6,1984
1984-06-18,8.3,6,1984
1984-06-19,8.4,6,1984
1984-06-20,8.45,6,1984
1984-06-21,8.35,6,1984
1984-06-22,8.35,6,1984
1984-06-23,8.2,6,1984
1984-06-24,8.5,6,1984
1984-06-25,8.9,6,1984
1984-06-26,8.9,6,1984
1984-06-27,8.89,6,1984
1984-06-28,9,6,1984
1984-06-29,9,6,1984
1984-06-30,9,6,1984
1984-07-01,9,7,1984
1984-07-02,9,7,1984
1984-07-03,9,7,1984
1984-07-04,9.2,7,1984
1984-07-05,9.2,7,1984
1984-07-06,9.5,7,1984
1984-07-07,9.9,7,1984
1984-07-08,10.1,7,1984
1984-07-09,10.1,7,1984
1984-07-10,10.3,7,1984
1984-07-11,10.4,7,1984
1984-07-12,10.5,7,1984
1984-07-13,10.48,7,1984
1984-07-14,10.35,7,1984
1984-07-15,10.15,7,1984
1984-07-16,10.2,7,1984
1984-07-17,10.35,7,1984
1984-07-18,10,7,1984
1984-07-19,10,7,1984
1984-07-20,10.1,7,1984
1984-07-21,10.1,7,1984
1984-07-22,10.2,7,1984
1984-07-23,10.4,7,1984
1984-07-24,10.3,7,1984
1984-07-25,10.3,7,1984
1984-07-26,10.4,7,1984
1984-07-27,10.3,7,1984
1984-07-28,10.5,7,1984
1984-07-29,10.5,7,1984
1984-07-30,10.5,7,1984
1984-07-31,10.5,7,1984
1984-08-01,10.5,8,1984
1984-08-02,10.2,8,1984
1984-08-03,10.2,8,1984
1984-08-04,10.18870968,8,1984
1984-08-05,10.17741935,8,1984
1984-08-06,10.16612903,8,1984
1984-08-07,10.15483871,8,1984
1984-08-08,10.14354839,8,1984
1984-08-09,10.13225806,8,1984
1984-08-10,10.12096774,8,1984
1984-08-11,10.10967742,8,1984
1984-08-12,10.0983871,8,1984
1984-08-13,10.08709677,8,1984
1984-08-14,10.07580645,8,1984
1984-08-15,10.06451613,8,1984
1984-08-16,10.05322581,8,1984
1984-08-17,10.04193548,8,1984
1984-08-18,10.03064516,8,1984
1984-08-19,10.01935484,8,1984
1984-08-20,10.00806452,8,1984
1984-08-21,9.996774194,8,1984
1984-08-22,9.985483871,8,1984
1984-08-23,9.974193548,8,1984
1984-08-24,9.962903226,8,1984
1984-08-25,9.951612903,8,1984
1984-08-26,9.940322581,8,1984
1984-08-27,9.929032258,8,1984
1984-08-28,9.917741935,8,1984
1984-08-29,9.906451613,8,1984
1984-08-30,9.89516129,8,1984
1984-08-31,9.883870968,8,1984
1984-09-01,9.872580645,9,1984
1984-09-02,9.861290323,9,1984
1984-09-03,9.85,9,1984
1984-09-04,9.838709677,9,1984
1984-09-05,9.827419355,9,1984
1984-09-06,9.816129032,9,1984
1984-09-07,9.80483871,9,1984
1984-09-08,9.793548387,9,1984
1984-09-09,9.782258065,9,1984
1984-09-10,9.770967742,9,1984
1984-09-11,9.759677419,9,1984
1984-09-12,9.748387097,9,1984
1984-09-13,9.737096774,9,1984
1984-09-14,9.725806452,9,1984
1984-09-15,9.714516129,9,1984
1984-09-16,9.703225806,9,1984
1984-09-17,9.691935484,9,1984
1984-09-18,9.680645161,9,1984
1984-09-19,9.669354839,9,1984
1984-09-20,9.658064516,9,1984
1984-09-21,9.646774194,9,1984
1984-09-22,9.635483871,9,1984
1984-09-23,9.624193548,9,1984
1984-09-24,9.612903226,9,1984
1984-09-25,9.601612903,9,1984
1984-09-26,9.590322581,9,1984
1984-09-27,9.579032258,9,1984
1984-09-28,9.567741935,9,1984
1984-09-29,9.556451613,9,1984
1984-09-30,9.54516129,9,1984
1984-10-01,9.533870968,10,1984
1984-10-02,9.522580645,10,1984
1984-10-03,9.511290323,10,1984
1984-10-04,9.5,10,1984
1984-10-05,9.5,10,1984
1984-10-06,9.438955224,10,1984
1984-10-07,9.377910448,10,1984
1984-10-08,9.316865672,10,1984
1984-10-09,9.255820896,10,1984
1984-10-10,9.194776119,10,1984
1984-10-11,9.133731343,10,1984
1984-10-12,9.072686567,10,1984
1984-10-13,9.011641791,10,1984
1984-10-14,8.950597015,10,1984
1984-10-15,8.889552239,10,1984
1984-10-16,8.828507463,10,1984
1984-10-17,8.767462687,10,1984
1984-10-18,8.70641791,10,1984
1984-10-19,8.645373134,10,1984
1984-10-20,8.584328358,10,1984
1984-10-21,8.523283582,10,1984
1984-10-22,8.462238806,10,1984
1984-10-23,8.40119403,10,1984
1984-10-24,8.340149254,10,1984
1984-10-25,8.279104478,10,1984
1984-10-26,8.218059701,10,1984
1984-10-27,8.157014925,10,1984
1984-10-28,8.095970149,10,1984
1984-10-29,8.034925373,10,1984
1984-10-30,7.973880597,10,1984
1984-10-31,7.912835821,10,1984
1984-11-01,7.851791045,11,1984
1984-11-02,7.790746269,11,1984
1984-11-03,7.729701493,11,1984
1984-11-04,7.668656716,11,1984
1984-11-05,7.60761194,11,1984
1984-11-06,7.546567164,11,1984
1984-11-07,7.485522388,11,1984
1984-11-08,7.424477612,11,1984
1984-11-09,7.363432836,11,1984
1984-11-10,7.30238806,11,1984
1984-11-11,7.241343284,11,1984
1984-11-12,7.180298507,11,1984
1984-11-13,7.119253731,11,1984
1984-11-14,7.058208955,11,1984
1984-11-15,6.997164179,11,1984
1984-11-16,6.936119403,11,1984
1984-11-17,6.875074627,11,1984
1984-11-18,6.814029851,11,1984
1984-11-19,6.752985075,11,1984
1984-11-20,6.691940299,11,1984
1984-11-21,6.630895522,11,1984
1984-11-22,6.569850746,11,1984
1984-11-23,6.50880597,11,1984
1984-11-24,6.447761194,11,1984
1984-11-25,6.386716418,11,1984
1984-11-26,6.325671642,11,1984
1984-11-27,6.264626866,11,1984
1984-11-28,6.20358209,11,1984
1984-11-29,6.142537313,11,1984
1984-11-30,6.081492537,11,1984
1984-12-01,6.020447761,12,1984
1984-12-02,5.959402985,12,1984
1984-12-03,5.898358209,12,1984
1984-12-04,5.837313433,12,1984
1984-12-05,5.776268657,12,1984
1984-12-06,5.715223881,12,1984
1984-12-07,5.654179104,12,1984
1984-12-08,5.593134328,12,1984
1984-12-09,5.532089552,12,1984
1984-12-10,5.471044776,12,1984
1984-12-11,5.41,12,1984
1984-12-12,5.41,12,1984
1984-12-13,5.3,12,1984
1984-12-14,4.9,12,1984
1984-12-15,4.8,12,1984
1984-12-16,4.9,12,1984
1984-12-17,5,12,1984
1984-12-18,5,12,1984
1984-12-19,5.2,12,1984
1984-12-20,5.2,12,1984
1984-12-21,5.1,12,1984
1984-12-22,5.1,12,1984
1984-12-23,5.2,12,1984
1984-12-24,5.1,12,1984
1984-12-25,5.1,12,1984
1984-12-26,5,12,1984
1984-12-27,5,12,1984
1984-12-28,5,12,1984
1984-12-29,5,12,1984
1984-12-30,5,12,1984
1984-12-31,5,12,1984
1985-01-01,5,1,1985
1985-01-02,5,1,1985
1985-01-03,5.1,1,1985
1985-01-04,5.1,1,1985
1985-01-05,5,1,1985
1985-01-06,5.1,1,1985
1985-01-07,5.1,1,1985
1985-01-08,5.1,1,1985
1985-01-09,5.1,1,1985
1985-01-10,5.1,1,1985
1985-01-11,5.2,1,1985
1985-01-12,5.2,1,1985
1985-01-13,5.1,1,1985
1985-01-14,5.1,1,1985
1985-01-15,5.1,1,1985
1985-01-16,5.1,1,1985
1985-01-17,5.1,1,1985
1985-01-18,5.1,1,1985
1985-01-19,5.1,1,1985
1985-01-20,5.1,1,1985
1985-01-21,5.1,1,1985
1985-01-22,5.1,1,1985
1985-01-23,5.1,1,1985
1985-01-24,5.1,1,1985
1985-01-25,5,1,1985
1985-01-26,5,1,1985
1985-01-27,5,1,1985
1985-01-28,5,1,1985
1985-01-29,5,1,1985
1985-01-30,5.1,1,1985
1985-01-31,5,1,1985
1985-02-01,5.1,2,1985
1985-02-02,5.1,2,1985
1985-02-03,5.1,2,1985
1985-02-04,5.1,2,1985
1985-02-05,5,2,1985
1985-02-06,5,2,1985
1985-02-07,4.9,2,1985
1985-02-08,4.8,2,1985
1985-02-09,4.6,2,1985
1985-02-10,4.7,2,1985
1985-02-11,4.3,2,1985
1985-02-12,4,2,1985
1985-02-13,3.9,2,1985
1985-02-14,3.8,2,1985
1985-02-15,3.4,2,1985
1985-02-16,3.2,2,1985
1985-02-17,3,2,1985
1985-02-18,3,2,1985
1985-02-19,3,2,1985
1985-02-20,3.1,2,1985
1985-02-21,3.2,2,1985
1985-02-22,3.3,2,1985
1985-02-23,3.6,2,1985
1985-02-24,3.6,2,1985
1985-02-25,3.8,2,1985
1985-02-26,3.8,2,1985
1985-02-27,3.9,2,1985
1985-02-28,3.7,2,1985
1985-03-01,3.8,3,1985
1985-03-02,3.8,3,1985
1985-03-03,3.5,3,1985
1985-03-04,3.5,3,1985
1985-03-05,3.7,3,1985
1985-03-06,3.8,3,1985
1985-03-07,3.4,3,1985
1985-03-08,3.5,3,1985
1985-03-09,3.8,3,1985
1985-03-10,3.8,3,1985
1985-03-11,3.9,3,1985
1985-03-12,3.44,3,1985
1985-03-13,3.3,3,1985
1985-03-14,3.26,3,1985
1985-03-15,3.2,3,1985
1985-03-16,3,3,1985
1985-03-17,2.9,3,1985
1985-03-18,2.9,3,1985
1985-03-19,2.76,3,1985
1985-03-20,2.76,3,1985
1985-03-21,2.9,3,1985
1985-03-22,2.96,3,1985
1985-03-23,3.13,3,1985
1985-03-24,3.13,3,1985
1985-03-25,3.13,3,1985
1985-03-26,3.16,3,1985
1985-03-27,3.23,3,1985
1985-03-28,3.23,3,1985
1985-03-29,3.23,3,1985
1985-03-30,3.26,3,1985
1985-03-31,3.26,3,1985
1985-04-01,2.86,4,1985
1985-04-02,2.73,4,1985
1985-04-03,2.73,4,1985
1985-04-04,2.8,4,1985
1985-04-05,2.9,4,1985
1985-04-06,3,4,1985
1985-04-07,2.9,4,1985
1985-04-08,2.93,4,1985
1985-04-09,2.86,4,1985
1985-04-10,2.86,4,1985
1985-04-11,2.86,4,1985
1985-04-12,2.83,4,1985
1985-04-13,2.66,4,1985
1985-04-14,2.63,4,1985
1985-04-15,2.73,4,1985
1985-04-16,2.83,4,1985
1985-04-17,2.86,4,1985
1985-04-18,2.73,4,1985
1985-04-19,2.73,4,1985
1985-04-20,2.86,4,1985
1985-04-21,2.86,4,1985
1985-04-22,3.06,4,1985
1985-04-23,3.23,4,1985
1985-04-24,3.33,4,1985
1985-04-25,3.4,4,1985
1985-04-26,3.43,4,1985
1985-04-27,3.46,4,1985
1985-04-28,3.53,4,1985
1985-04-29,3.56,4,1985
1985-04-30,3.53,4,1985
1985-05-01,3.66,5,1985
1985-05-02,3.76,5,1985
1985-05-03,3.86,5,1985
1985-05-04,3.9,5,1985
1985-05-05,4,5,1985
1985-05-06,4.06,5,1985
